"ILL250","Moleculo","PacBio","PlatGen","Combined","1orMore","2orMore","3orMore","4orMore","SET"
0.435,0.0399,0.5147,0.7845,0.2654,0.405,0.3925,0.4276,0.2329,1
0.095,0.8833,0.0533,0.7884,0.5889,0.5837,0.5802,0.2272,0.2277,1
0.3118,0.1054,0.6496,0.1665,0.1644,0.1687,0.1435,0.1804,0.2277,1
0.5854,0.3534,0.7693,0.3413,0.497,0.523,0.4822,0.5655,0.6197,1
0.5659,0.2771,0.7953,0.4488,0.5022,0.5356,0.4974,0.6049,0.6084,1
0.4536,0.7628,0.6405,0.5872,0.5768,0.5672,0.6518,0.7242,0.8348,1
0.4107,0.9363,0.2342,0.8599,0.8487,0.7962,0.7923,0.7069,0.6908,1
0.7984,0.8699,0.4263,0.67,0.8088,0.6969,0.794,0.8582,0.8686,1
0.4571,0.0178,0.2663,0.7979,0.3222,0.2923,0.307,0.2637,0.0971,1
0.1193,0.977,0.3291,0.2498,0.8478,0.8309,0.2914,0.2879,0.3703,1
0.9202,0.0434,0.0052,0.9337,0.8326,0.667,0.8387,0.0915,0,1
0.2121,0.8899,0.3673,0.183,0.5759,0.4944,0.2918,0.3088,0.4601,1
0.6618,0.1136,0.2611,0.1735,0.2511,0.1552,0.1422,0.1717,0.1834,1
0.1041,0.4683,0.8213,0.7979,0.4996,0.7507,0.6704,0.598,0.4766,1
0.9345,0.9224,0.1535,0.4801,0.8829,0.8135,0.8513,0.7485,0.6127,1
0.9753,0.8886,0.693,0.9766,0.974,0.9276,0.9735,0.977,0.9722,1
0.9905,0.9757,0.9237,0.9926,0.9939,1,0.9931,0.9952,0.9965,1
0.6886,0.7784,0.1977,0.8057,0.6882,0.5481,0.7064,0.8023,0.699,1
0.9618,0.3478,0.814,0.8265,0.889,0.8816,0.9219,0.9033,0.8643,1
0.984,0.8907,0.9141,0.9883,0.9874,0.9744,0.9857,0.9883,0.9892,1
0.5516,0.9696,0.8873,0.8252,0.9232,0.9662,0.9501,0.9237,0.9415,1
0.8244,0.5633,0.8643,0.6466,0.7875,0.8408,0.8192,0.869,0.9111,1
0.67,0.1427,0.5529,0.637,0.4775,0.4115,0.5048,0.5611,0.4827,1
0.6964,0.5334,0.4393,0.5017,0.5217,0.4228,0.5373,0.6284,0.7272,1
0.6232,0.673,0.363,0.8105,0.6574,0.5598,0.6886,0.7628,0.7871,1
0.5685,0.4011,0.9796,0.7082,0.7875,0.9493,0.7654,0.8053,0.8313,1
0.8803,0.4276,0.732,0.3504,0.7238,0.7199,0.7016,0.7016,0.7164,1
0.6999,0.9727,0.66,0.255,0.8959,0.8912,0.8226,0.768,0.7715,1
0.3899,0.3912,0.5984,0.4957,0.3742,0.3343,0.3894,0.4987,0.6141,1
0.5828,0.0997,0.8938,0.7875,0.6878,0.8278,0.6904,0.7428,0.5004,1
0.8426,0.6271,0.5672,0.6106,0.7268,0.6084,0.7537,0.8144,0.8591,1
0.817,0.8912,0.7038,0.5035,0.8417,0.7819,0.8504,0.8703,0.9124,1
0.7572,0.0373,0.9757,0.5785,0.7559,0.9133,0.6986,0.7428,0.3469,1
0.3825,0.559,0.4471,0.8465,0.5863,0.5637,0.6049,0.6262,0.719,1
0.4432,0.7012,0.9458,0.2546,0.6882,0.8474,0.6735,0.6431,0.7363,1
0.6769,0.6943,0.4016,0.4293,0.5347,0.4423,0.5546,0.6379,0.7337,1
0.915,0.7173,0.1223,0.9436,0.889,0.7615,0.8903,0.8738,0.6362,1
0.4037,0.5655,0.8122,0.5252,0.546,0.6249,0.5963,0.6544,0.7797,1
0.2632,0.7472,0.1847,0.3395,0.2741,0.2593,0.2528,0.3179,0.4111,1
0.742,0.1167,0.9059,0.758,0.7415,0.8435,0.7576,0.82,0.5971,1
0.5663,0.9545,0.984,0.0304,0.9063,0.9775,0.9332,0.7684,0.3851,1
0.4575,0.0811,0.7749,0.3339,0.35,0.3716,0.3018,0.3768,0.3005,1
0.059,0.5924,0.5768,0.7277,0.3387,0.4944,0.5147,0.4952,0.3946,1
0.4042,0.6639,0.7008,0.1448,0.4224,0.4458,0.4519,0.4592,0.5581,1
0.3413,0.6461,0.634,0.4159,0.4198,0.4254,0.4705,0.5421,0.6986,1
0.3721,0.3226,0.814,0.5642,0.4796,0.5598,0.487,0.572,0.6331,1
0.2099,0.0373,0.9172,0.6362,0.3534,0.7164,0.435,0.3378,0.1834,1
0.752,0.6761,0.9059,0.4488,0.7693,0.8408,0.794,0.8348,0.8916,1
0.7958,0.3205,0.0373,0.1748,0.3317,0.2611,0.1834,0.1414,0.1427,1
0.7264,0.5681,0.9822,0.4471,0.8036,0.9428,0.7923,0.8109,0.8708,1
0.7207,0.2797,0.1219,0.8751,0.4926,0.5074,0.6067,0.4532,0.4319,1
0.0538,0.794,0.2125,0.9809,0.915,0.8504,0.7268,0.3721,0.2845,1
0.0438,0.4692,0.7142,0.523,0.2459,0.3968,0.4029,0.3833,0.2845,1
0.4575,0.1561,0.7706,0.6652,0.4809,0.5399,0.5048,0.5854,0.4991,1
0.4111,0.4579,0.4766,0.0859,0.2459,0.1921,0.2329,0.2715,0.3621,1
0.3166,0.7042,0.1787,0.2042,0.2255,0.2112,0.2012,0.2493,0.3903,1
0.4605,0.1383,0.6127,0.9614,0.8669,0.8153,0.6444,0.5798,0.4766,1
0.4297,0.5104,0.5906,0.3742,0.392,0.333,0.4107,0.4939,0.6657,1
0.7923,0.0542,0.5607,0.902,0.7654,0.6513,0.7706,0.6882,0.4063,1
0.5932,0.1648,0.2259,0.0846,0.1808,0.1141,0.0971,0.118,0.1318,1
0.8257,0.2407,0.9232,0.3057,0.7411,0.8669,0.7242,0.6262,0.5759,1
0.814,0.2242,0.863,0.0629,0.624,0.7472,0.6193,0.3803,0.2502,1
0.6232,0.5915,0.6626,0.3708,0.5377,0.5221,0.5681,0.644,0.7611,1
0.8209,0.1917,0.3656,0.8369,0.6977,0.552,0.7064,0.6075,0.5564,1
0.2324,0.1344,0.0859,0.1353,0.0308,0.0095,0.023,0.0399,0.0538,1
0.4341,0.2108,0.6722,0.6236,0.4102,0.4068,0.4467,0.5304,0.5247,1
0.7689,0.5976,0.8881,0.3469,0.7363,0.8135,0.7593,0.7905,0.8148,1
0.5785,0.4367,0.8582,0.2637,0.575,0.667,0.5369,0.5828,0.6513,1
0.7437,0.6795,0.3144,0.1474,0.4883,0.3886,0.4822,0.4332,0.4853,1
0.3166,0.7346,0.0442,0.2142,0.1917,0.2112,0.167,0.2064,0.2108,1
0.2385,0.5503,0.6535,0.5282,0.3768,0.4124,0.4545,0.5134,0.6366,1
0.9666,0.9085,0.6496,0.7706,0.9271,0.8816,0.9297,0.9462,0.9454,1
0.35,0.3036,0.5061,0.314,0.2389,0.1821,0.235,0.3244,0.4415,1
0.3166,0.1318,0.5794,0.1964,0.1635,0.1461,0.1483,0.1943,0.2372,1
0.4237,0.9462,0.8309,0.3682,0.8647,0.8435,0.8248,0.7277,0.8127,1
0.0382,0.3495,0.8695,0.2424,0.2663,0.4801,0.2489,0.1873,0.1639,1
0.0069,0.0438,0.1795,0.1314,0.0013,0.0022,0.0039,0.0052,0,1
0.4332,0.9319,0.1288,0.0603,0.735,0.5789,0.2689,0.1921,0.2962,1
0.1167,0.7255,0.0425,0.3192,0.1271,0.186,0.1344,0.1171,0.1639,1
0.271,0.0447,0.2489,0.1986,0.0351,0.0256,0.0455,0.0811,0.0971,1
0.2086,0.7853,0.4497,0.1132,0.3096,0.3456,0.2732,0.2585,0.3981,1
0.0993,0.5898,0.4167,0.3781,0.1817,0.2173,0.2533,0.2892,0.3703,1
0.0069,0.8443,0.7069,0.6639,0.4874,0.6561,0.7116,0.6539,0.1756,1
0.2958,0.0078,0.2329,0.4354,0.0451,0.062,0.0919,0.1175,0,1
0.9532,0.1951,0.9445,0.9376,0.9302,0.9662,0.9501,0.954,0.7944,1
0.1236,0.3096,0.4666,0.6201,0.2173,0.2485,0.2697,0.2936,0.3144,1
0.7173,0.0186,0.6969,0.611,0.4887,0.5156,0.5416,0.6006,0.2372,1
0.4124,0.049,0.5035,0.023,0.1054,0.095,0.0854,0.0529,0,1
0.101,0.4879,0.8565,0.2151,0.3387,0.523,0.3361,0.278,0.3504,1
0.1019,0.2858,0.2858,0.2016,0.0607,0.046,0.0694,0.0924,0.1639,1
0.3296,0.8326,0.6457,0.0299,0.487,0.5304,0.4744,0.3846,0.3101,1
0.088,0.8313,0.2108,0.7485,0.4757,0.5074,0.549,0.3634,0.3365,1
0.0078,0.3404,0.5503,0.1531,0.0399,0.1184,0.0984,0.0802,0.033,1
0.0351,0.2619,0.5707,0.2411,0.0776,0.1323,0.1167,0.1136,0.1214,1
0.5143,0.0026,0.2454,0.448,0.1552,0.1141,0.1717,0.1873,0,1
0.2515,0.8491,0.2871,0.4666,0.5074,0.4406,0.4081,0.4354,0.5434,1
0.0716,0.7992,0.5893,0.2398,0.3335,0.4441,0.3751,0.3036,0.3703,1
0.399,0.0165,0.5108,0.3838,0.1743,0.1487,0.1826,0.2637,0.1214,1
0.0885,0.0932,0.8036,0.1418,0.1375,0.2446,0.0763,0.0828,0.1214,1
0.2207,0.1427,0.9081,0.2554,0.4007,0.5598,0.2251,0.2376,0.2775,1
0.0234,0.8864,0.3079,0.2437,0.448,0.4458,0.2216,0.1943,0.1427,1
0.1826,0.4454,0.5186,0.0559,0.1375,0.1435,0.1552,0.1444,0.2441,1
0.4701,0.6769,0.1847,0.216,0.3062,0.2307,0.271,0.3244,0.435,1
0.0772,0.0668,0.5867,0.1969,0.0533,0.0902,0.0507,0.0707,0.0971,1
0.1548,0.1509,0.6791,0.1505,0.1379,0.1652,0.0989,0.1219,0.1834,1
0.072,0.0464,0.0997,0.0685,0.003,0.0013,0.0026,0.0056,0,1
0.0976,0.2524,0.6045,0.3001,0.1357,0.1674,0.1644,0.1739,0.2329,1
0.1041,0.3656,0.0087,0.6756,0.0924,0.1713,0.1336,0.0663,0,1
0.6223,0.7771,0.0533,0.4952,0.4796,0.3721,0.4792,0.5611,0.3621,1
0.8755,0.8309,0.5971,0.5724,0.8213,0.706,0.8387,0.869,0.9046,1
0.0152,0.301,0.2155,0.0499,0.0048,0.0134,0.0139,0.0117,0.033,1
0.7862,0.1622,0.5334,0.7962,0.6448,0.5598,0.6843,0.6756,0.5828,1
0.3699,0.0616,0.1982,0.2788,0.0932,0.0447,0.0802,0.1175,0.1318,1
0.1635,0.4753,0.5087,0.7459,0.3695,0.4523,0.4436,0.4584,0.5078,1
0.8452,0.4423,0.2077,0.984,0.9532,0.8591,0.8495,0.7181,0.6665,1
0.1114,0.4163,0.8001,0.033,0.196,0.333,0.199,0.1119,0.1214,1
0.0126,0.657,0.2502,0.118,0.046,0.1405,0.0781,0.075,0.0538,1
0.402,0.2012,0.1431,0.0078,0.0551,0.036,0.0347,0.0395,0,1
0.9818,0.5794,0.6127,0.9575,0.9666,0.8964,0.9631,0.9224,0.9202,1
0.0078,0.6028,0.088,0.0794,0.01,0.0698,0.0178,0.0204,0.033,1
0.3482,0.3105,0.1518,0.8972,0.5516,0.5386,0.3422,0.3261,0.3734,1
0.6444,0.0967,0.2741,0.3864,0.2827,0.18,0.2307,0.2676,0.2502,1
0.3018,0.0447,0.7533,0.0603,0.1466,0.2186,0.1032,0.0863,0.0538,1
0.0199,0.2892,0.026,0.0729,0.0022,0.0048,0.0026,0.0035,0,1
0.1999,0.3833,0.033,0.0373,0.0265,0.0243,0.0173,0.0199,0.0538,1
0.0156,0.5637,0.0369,0.1735,0.0117,0.062,0.0278,0.0139,0,1
0.0538,0.0156,0.0225,0.0056,4e-04,0,0,0,0,1
0.2485,0.2498,0.1401,0.1379,0.0633,0.026,0.0486,0.0863,0.1427,1
0.1461,0.4705,0.0577,0.5069,0.1119,0.1336,0.1487,0.1466,0.2225,1
0.2181,0.6323,0.0351,0.1778,0.111,0.1223,0.0867,0.1219,0.1318,1
0.0711,0.5768,0.1071,0.0512,0.0351,0.0655,0.0269,0.0356,0.0763,1
0.0382,0.1457,0.0685,0.1951,0.0048,0.0048,0.0065,0.0091,0,1
0.0546,0.585,0.0616,0.4527,0.0885,0.1431,0.1435,0.0941,0.0763,1
0.3638,0.4458,0.4085,0.0091,0.1479,0.1444,0.1661,0.1726,0.111,1
0.7927,0.2021,0.6999,0.3283,0.5516,0.546,0.5317,0.5199,0.4987,1
0.7706,0.3404,0.4636,0.8057,0.6674,0.572,0.7082,0.7025,0.7298,1
0.9354,0.1878,0.3751,0.9055,0.8526,0.7324,0.8734,0.6665,0.5807,1
0.2129,0.1344,0.0247,0.699,0.0945,0.1427,0.0971,0.0663,0.0538,1
0.0503,0.2862,0.0225,0.5755,0.0425,0.0963,0.0637,0.0239,0,1
0.1132,0.1817,0.173,0.6479,0.1158,0.1427,0.1114,0.1132,0.1639,1
0.3031,0.1561,0.6813,0.0629,0.1578,0.1843,0.1336,0.1258,0.1214,1
0.3248,0.7528,0.0529,0.196,0.2138,0.2272,0.1696,0.209,0.2164,1
0.3582,0.2034,0.0408,0.0091,0.0282,0.0186,0.0134,0.0091,0,1
0.843,0.2988,0.0984,0.9241,0.814,0.6401,0.7771,0.5113,0.4211,1
0.3261,0.301,0.1474,0.0061,0.0481,0.0369,0.0412,0.0464,0.033,1
0.2602,0.2029,0.3066,0.5989,0.1895,0.1713,0.2025,0.2606,0.3101,1
0.539,0.1362,0.0299,0.7029,0.2632,0.1977,0.2918,0.1444,0.1318,1
0.5642,0.0299,0.0529,0.003,0.0425,0.0447,0.0039,0.0052,0,1
0.6843,0.8248,0.1288,0.9371,0.8573,0.7394,0.8213,0.8274,0.6349,1
0.0139,0.752,0.6019,0.3187,0.2186,0.4068,0.3812,0.3183,0.1639,1
0.3322,0.2281,0.1717,0.3018,0.1188,0.0633,0.1114,0.1596,0.2533,1
0.0382,0.4601,0.2797,0.0061,0.0204,0.0499,0.0351,0.013,0,1
0.0442,0.3833,0.1223,0.0672,0.0126,0.0169,0.0147,0.0239,0.033,1
0.1266,0.4506,0.0568,0.0781,0.0338,0.033,0.0208,0.0455,0.1214,1
0.0733,0.5256,0.0347,0.0755,0.0182,0.0438,0.0139,0.026,0.0538,1
0.3166,0.8582,0.3933,0.0139,0.4718,0.4423,0.3075,0.248,0.1834,1
0.0486,0.4523,0.255,0.0646,0.0373,0.0503,0.0442,0.0477,0.0538,1
0.0169,0.2173,0.0512,0.0729,0.003,0.0026,0.0026,0.0013,0,1
0.1696,0.585,0.516,0.1167,0.1912,0.2069,0.2164,0.2168,0.353,1
0.2077,0.0421,0.0494,0.6366,0.0694,0.0902,0.0637,0.0438,0.033,1
0.7493,0.2593,0.0559,0.8014,0.5178,0.3846,0.5512,0.3894,0.2775,1
0.0742,0.2944,0.0742,0.1305,0.0156,0.0113,0.0139,0.0278,0,1
0.0477,0.569,0.1123,0.0061,0.0173,0.0555,0.0147,0.0091,0,1
0.4879,0.5464,0.2134,0.0763,0.2246,0.1665,0.1925,0.2142,0.3187,1
0.0134,0.137,0.1613,0.0121,0.0017,0.0017,0.0026,0.0013,0,1
0.1977,0.8049,0.039,0.2437,0.2524,0.2598,0.1435,0.1648,0.1535,1
0.0494,0.4072,0.3708,0.0265,0.0386,0.0577,0.0538,0.0304,0.033,1
0.4293,0.5395,0.1592,0.0078,0.1366,0.1323,0.131,0.1158,0.0763,1
0.8526,0.1544,0.412,0.9063,0.8101,0.6448,0.8109,0.6453,0.5434,1
0.0525,0.252,0.0872,0.0152,0.0043,0.0039,0.003,0.0048,0,1
0.997,0.9315,0.0165,0.9926,0.9948,0.9805,0.9896,0.9748,0.3101,1
0.448,0.7203,0.1227,0.3005,0.3205,0.2493,0.2892,0.3608,0.4211,1
0.3573,0.085,0.4154,0.039,0.0885,0.062,0.0694,0.0655,0.033,1
0.1934,0.0373,0.3768,0.0299,0.0269,0.0186,0.0195,0.0204,0,1
0.5663,0.2346,0.4215,0.0954,0.2654,0.1726,0.1878,0.2168,0.2277,1
0.2168,0.6947,0.0863,0.0074,0.0937,0.1427,0.069,0.0455,0.0763,1
0.2064,0.1578,0.1999,0.0074,0.0243,0.0104,0.0178,0.0199,0,1
0.3547,0.3478,0.1466,0.0074,0.0776,0.0529,0.0564,0.0633,0.033,1
0.3747,0.7944,0.0551,0.0737,0.2806,0.2611,0.1665,0.124,0.2051,1
0.0108,0.0867,0.1058,0.0768,0.0017,0.0013,0.0022,0.0035,0.033,1
0.0885,0.1821,0.1353,0.0364,0.0095,0.0048,0.0065,0.0139,0.033,1
0.1899,0.0221,0.3148,0,0.0082,0.0104,0.0078,9e-04,0,1
0.0065,0.206,0.1193,0.0373,0.0013,0.0026,0.003,0.0035,0.033,1
0.4571,0.2971,0.0976,0.9024,0.5984,0.523,0.3959,0.3443,0.3365,1
0.0178,0.0716,0.1353,0.9146,0.3643,0.4944,0.0516,0.0252,0.033,1
0.4141,0.0798,0.0221,0.4176,0.0893,0.0555,0.0993,0.0494,0.033,1
0.8088,0.4657,0.036,0.9137,0.7871,0.6093,0.7502,0.6301,0.2962,1
0.8274,0.3599,0.0095,0.0633,0.3144,0.3036,0.1592,0.0503,0,1
0.3213,0.1023,0.0347,0.0898,0.0265,0.0087,0.0147,0.0252,0.0538,1
0.4788,0.2879,0.2264,0.0377,0.1557,0.0885,0.0984,0.1106,0.1427,1
0.356,0.0416,0.0533,0.6509,0.1253,0.1184,0.1375,0.0707,0.0538,1
0.1275,0.1943,0.1609,0.0373,0.0169,0.0074,0.0108,0.0204,0.0538,1
0.1951,0.0568,0.0377,0.082,0.0087,0.0022,0.0048,0.0108,0.033,1
0.1644,0.2056,0.1344,0.0126,0.0169,0.0082,0.0104,0.0165,0,1
0.16,0.0919,0.1331,0.0039,0.0048,0.003,0.0048,0.0056,0,1
0.6735,0.382,0.0225,0.5139,0.3322,0.2415,0.3348,0.34,0.1214,1
0.3452,0.2944,0.0841,0.6774,0.2151,0.1895,0.2311,0.242,0.2676,1
0.052,0.8569,0.0182,0.8764,0.5963,0.6427,0.6505,0.1171,0.0538,1
0.3513,0.1318,0.0221,0.4965,0.0919,0.072,0.1201,0.0768,0.0538,1
0.0746,0.8339,0.0195,0.0373,0.144,0.245,0.016,0.0156,0.033,1
0.9072,0.693,0.3638,0.6444,0.7858,0.6448,0.7793,0.8135,0.7979,1
0.3166,0.7875,0.0178,0.049,0.1774,0.2333,0.1158,0.0633,0.0538,1
0.307,0.817,0.0052,0.3378,0.2905,0.2971,0.2324,0.265,0,1
0.5928,0.4679,0.0126,0.572,0.3066,0.245,0.3547,0.3959,0.033,1
0.3482,0.1019,0.1409,0.0356,0.0464,0.016,0.0182,0.0347,0.0538,1
0.3127,0.2862,0.0165,0.1075,0.0481,0.0269,0.0347,0.0425,0.033,1
0.2507,0.8343,0.1353,0.8725,0.693,0.6401,0.6752,0.4861,0.4605,1
0.0603,0.7767,0.1427,0.0377,0.0989,0.1973,0.0429,0.0338,0.0971,1
0.2728,0.4189,0.098,0.0039,0.0481,0.046,0.0386,0.0364,0.033,1
0.2368,0.2888,0.0139,0.0577,0.0199,0.0143,0.0152,0.0139,0,1
0.0945,0.2238,0.0317,0.1383,0.0126,0.0056,0.0078,0.013,0.033,1
0.0438,0.7853,0.2103,0.3426,0.1947,0.2637,0.2056,0.1839,0.2051,1
0.9788,0.9337,0.7225,0.8096,0.9584,0.9185,0.9614,0.9692,0.9618,2
0.9675,0.2676,0.0538,0.9779,0.961,0.8751,0.935,0.4957,0.2962,2
0.2706,0.8634,0.9202,0.4931,0.7819,0.8547,0.8027,0.7372,0.7901,2
0.2953,0.1813,0.2424,0.4206,0.1362,0.088,0.1414,0.1873,0.271,2
0.3348,0.9766,0.7251,0.3517,0.8864,0.8964,0.7463,0.6275,0.7572,2
0.4597,0.3677,0.1275,0.1687,0.1331,0.0954,0.1249,0.1726,0.2845,2
0.0737,0.4428,0.2598,0.0954,0.049,0.0538,0.0585,0.075,0.1427,2
0.3218,0.137,0.2997,0.4527,0.1631,0.1097,0.1583,0.2272,0.2628,2
0.3118,0.1513,0.8326,0.1487,0.3005,0.3721,0.1995,0.2251,0.2441,2
0.6075,0.0291,0.0499,0.2238,0.1154,0.0807,0.0646,0.0395,0.0538,2
0.1583,0.8747,0.8868,0.5252,0.7598,0.8278,0.7875,0.7134,0.6843,2
0.99,0.9003,0.3539,0.9801,0.9831,0.9228,0.9809,0.9709,0.9098,2
0.6578,0.0885,0.6106,0.7108,0.5004,0.4709,0.5486,0.6032,0.4415,2
0.8716,0.7467,0.0039,0.8951,0.8049,0.6401,0.8309,0.8521,0.0971,2
0.3265,0.3977,0.2693,0.2446,0.1735,0.1045,0.1644,0.2359,0.3981,2
0.1522,0.7363,0.0356,0.1444,0.1219,0.1687,0.0698,0.1049,0.1427,2
0.748,0.4983,0.441,0.6253,0.5833,0.4978,0.6223,0.6908,0.7554,2
0.7615,0.5156,0.4666,0.5577,0.588,0.4978,0.6101,0.683,0.7593,2
0.732,0.3361,0.549,0.8907,0.7632,0.6787,0.7671,0.7598,0.7628,2
0.7277,0.7827,0.5356,0.8508,0.7793,0.6843,0.8291,0.8807,0.9094,2
0.6765,0.206,0.363,0.742,0.4189,0.3972,0.5178,0.5165,0.5386,2
0.1995,0.4727,0.4167,0.2376,0.1709,0.1496,0.1865,0.2359,0.4046,2
0.0954,0.4692,0.7472,0.4159,0.2823,0.3859,0.3721,0.3734,0.4016,2
0.4961,0.2905,0.866,0.6279,0.5997,0.6899,0.5919,0.6756,0.6921,2
0.4766,0.4306,0.379,0.5043,0.2745,0.2654,0.3595,0.4662,0.5971,2
0.9644,0.8144,0.7376,0.9601,0.9601,0.9016,0.9601,0.9696,0.967,2
0.85,0.3101,0.9016,0.6726,0.7979,0.8591,0.8213,0.8513,0.8144,2
0.2654,0.7324,0.1743,0.3036,0.2454,0.2376,0.2311,0.2905,0.3903,2
0.2667,0.8036,0.8656,0.222,0.618,0.729,0.6487,0.5178,0.6275,2
0.5,0.9258,0.1951,0.7966,0.83,0.7394,0.7268,0.7337,0.6804,2
0.6297,0.108,0.8807,0.0906,0.4935,0.6223,0.4068,0.2424,0.2329,2
0.6873,0.5425,0.7502,0.6405,0.6605,0.6513,0.7116,0.7975,0.866,2
0.1375,0.3651,0.412,0.2931,0.0971,0.1197,0.1574,0.1943,0.2962,2
0.229,0.6557,0.7619,0.0642,0.3326,0.4337,0.3899,0.3075,0.3569,2
0.6418,0.3452,0.6262,0.5902,0.5221,0.4905,0.5564,0.6513,0.6986,2
0.7819,0.7806,0.5416,0.4835,0.7003,0.5963,0.7329,0.7923,0.8443,2
0.6639,0.4037,0.487,0.4402,0.3816,0.3768,0.4579,0.5438,0.6535,2
0.0533,0.683,0.0334,0.0074,0.0156,0.0984,0.0061,0.0048,0.033,2
0.6891,0.4367,0.2073,0.7528,0.438,0.4141,0.5503,0.5928,0.5915,2
0.9618,0.9788,0.4449,0.4579,0.9514,0.9493,0.938,0.8508,0.8374,2
0.065,0.2897,0.9081,0.5325,0.4141,0.6661,0.4297,0.3356,0.2775,2
0.0048,0.582,0.1813,0.8474,0.1964,0.4562,0.3721,0.2064,0.0763,2
0.4376,0.2173,0.8391,0.7212,0.5698,0.6661,0.5997,0.6418,0.5997,2
0.7398,0.9662,0.0629,0.8725,0.9059,0.9016,0.8378,0.8725,0.4974,2
0.7641,0.6561,0.9428,0.8448,0.8474,0.9276,0.8838,0.9176,0.948,2
0.598,0.0221,0.9224,0.4263,0.569,0.7585,0.4731,0.5199,0.2164,2
0.1388,0.2164,0.0833,0.1418,0.026,0.0104,0.0186,0.0386,0.0971,2
0.0598,0.6383,0.5672,0.0716,0.1414,0.2402,0.2038,0.1223,0.2164,2
0.4575,0.2186,0.7871,0.523,0.4657,0.4918,0.4536,0.5464,0.5408,2
0.8187,0.4974,0.9731,0.2016,0.7984,0.9324,0.8049,0.7376,0.686,2
0.8894,0.4284,0.4679,0.8092,0.7507,0.667,0.8153,0.7862,0.7971,2
0.7975,0.5538,0.8317,0.4827,0.7277,0.7615,0.7628,0.8062,0.8595,2
0.0269,0.0304,0.1657,0.0672,0.0022,0.0017,0.0022,0.0048,0.033,2
0.8205,0.3374,0.4219,0.8079,0.5369,0.5789,0.7372,0.7064,0.7121,2
0.2931,0.5551,0.0863,0.1084,0.1097,0.0932,0.0932,0.1258,0.1899,2
0.4809,0.6609,0.6626,0.2697,0.4818,0.4801,0.4874,0.5637,0.6908,2
0.1466,0.3959,0.0707,0.1201,0.0403,0.0299,0.0321,0.0655,0.1427,2
0.9705,0.0356,0.9788,0.9536,0.9553,0.9775,0.9675,0.9744,0.435,2
0.3959,0.4874,0.9514,0.6453,0.7073,0.8547,0.693,0.7255,0.7979,2
0.5212,0.9276,0.9436,0.6748,0.8851,0.9428,0.9081,0.8855,0.9345,2
0.023,0.5234,0.4913,0.033,0.0507,0.1388,0.1132,0.0386,0.0538,2
0.3339,0.5945,0.3799,0.1388,0.2441,0.1934,0.2259,0.284,0.448,2
0.6631,0.3083,0.8595,0.7992,0.7337,0.8235,0.7723,0.8196,0.7949,2
0.1635,0.4909,0.3378,0.6626,0.2663,0.2901,0.33,0.366,0.435,2
0.0863,0.7706,0.6331,0.2507,0.3118,0.435,0.3994,0.3309,0.3981,2
0.18,0.4592,0.5755,0.5859,0.3265,0.3348,0.3846,0.4371,0.5234,2
0.8604,0.2697,0.5967,0.7576,0.7329,0.6448,0.7637,0.7654,0.7277,2
0.3669,0.265,0.9068,0.5572,0.562,0.7047,0.5104,0.5655,0.6084,2
0.2767,0.3621,0.2762,0.2667,0.1557,0.0971,0.147,0.2164,0.3291,2
0.291,0.4545,0.6561,0.8335,0.5425,0.6375,0.6162,0.6292,0.6704,2
0.5902,0.0781,0.6388,0.3621,0.3552,0.3127,0.3339,0.3938,0.2884,2
0.5989,0.3656,0.9267,0.5408,0.7029,0.8309,0.6626,0.7311,0.7645,2
0.1362,0.7056,0.4193,0.4978,0.2988,0.3343,0.3781,0.4102,0.4662,2
0.3504,0.3261,0.9623,0.1457,0.5585,0.8018,0.3586,0.3599,0.4172,2
0.1132,0.4024,0.768,0.5598,0.3343,0.454,0.4328,0.4276,0.4319,2
0.3109,0.1639,0.235,0.3699,0.1249,0.0772,0.1271,0.167,0.2502,2
0.2515,0.2463,0.3031,0.2389,0.118,0.0703,0.1101,0.1539,0.2775,2
0.271,0.6054,0.9584,0.6331,0.7012,0.8695,0.7199,0.7238,0.7671,2
0.0581,0.3886,0.052,0.5703,0.065,0.1292,0.1062,0.0707,0.0763,2
0.2619,0.4744,0.3157,0.0369,0.1184,0.1002,0.118,0.1271,0.2164,2
0.8929,0.8174,0.5681,0.8591,0.8664,0.7472,0.8916,0.9284,0.9358,2
0.9033,0.2507,0.5542,0.0239,0.6054,0.5898,0.4154,0.2888,0.1535,2
0.3912,0.2003,0.3296,0.1119,0.147,0.0776,0.101,0.1466,0.1834,2
0.1002,0.585,0.6405,0.3556,0.2528,0.32,0.3461,0.3617,0.4211,2
0.7533,0.7459,0.2407,0.6787,0.6492,0.5126,0.6826,0.7715,0.7229,2
0.9445,0.9835,0.9783,0.9957,0.9931,1,0.9952,0.9952,0.997,2
0.9553,0.7229,0.4592,0.9822,0.967,0.8751,0.9549,0.9324,0.9124,2
0.438,0.1557,0.6739,0.0733,0.2394,0.2264,0.1982,0.1726,0.1899,2
0.8118,0.1752,0.6631,0.6171,0.6258,0.5672,0.6505,0.686,0.5898,2
0.3049,0.2168,0.1193,0.0841,0.0555,0.0225,0.0373,0.0633,0.1214,2
0.3252,0.6379,0.6301,0.5143,0.4337,0.464,0.5061,0.5781,0.7199,2
0.2992,0.9133,0.7892,0.8664,0.8595,0.8378,0.9016,0.8768,0.8552,2
